comparison_panel_configurations,panel_solving_configurations,stratum,target_model_family,task_name
36,34,common,claude-sonnet-5,ytt-jsonpath-query-api
40,37,common,gemini-3-1-pro-preview,abs-module-cache-flags
40,36,common,gemini-3-1-pro-preview,abs-stepped-slices
40,39,common,gemini-3-1-pro-preview,actionlint-action-pinning-lint
40,31,common,gemini-3-1-pro-preview,adaptix-name-mapping-aliases
40,33,common,gemini-3-1-pro-preview,aiomonitor-task-snapshots-diff
40,36,common,gemini-3-1-pro-preview,anko-default-function-arguments
40,27,contested,gemini-3-1-pro-preview,anko-typed-variable-bindings
40,36,common,gemini-3-1-pro-preview,arcane-drift-detection-baselines
40,31,common,gemini-3-1-pro-preview,arktype-json-schema-refs-dependencies
40,27,contested,gemini-3-1-pro-preview,awilix-async-container-initialization
40,29,contested,gemini-3-1-pro-preview,bandit-incremental-cache-control
40,32,common,gemini-3-1-pro-preview,bandit-interprocedural-taint-checks
40,6,rare,gemini-3-1-pro-preview,bandit-structured-nosec-directives
40,30,contested,gemini-3-1-pro-preview,boa-hierarchical-evaluation-cancellation
40,34,common,gemini-3-1-pro-preview,cattrs-partial-structuring-recovery
40,24,contested,gemini-3-1-pro-preview,clack-async-autocomplete-options
40,37,common,gemini-3-1-pro-preview,claude-code-by-agents-recursive-delegation
40,31,common,gemini-3-1-pro-preview,cliffy-config-file-parsing
40,22,contested,gemini-3-1-pro-preview,csstree-shorthand-expansion-compression
40,27,contested,gemini-3-1-pro-preview,dasel-html-document-format
40,23,contested,gemini-3-1-pro-preview,dateutil-rfc5545-timezone-interop
40,39,common,gemini-3-1-pro-preview,drizzle-orm-window-function-builders
40,35,common,gemini-3-1-pro-preview,dynamodb-toolbox-conditional-attribute-requirements
40,34,common,gemini-3-1-pro-preview,dynamodb-toolbox-lazy-recursive-schemas
40,17,rare,gemini-3-1-pro-preview,effect-sse-httpapi-streaming
40,20,rare,gemini-3-1-pro-preview,eicrud-keyset-pagination-cursor
40,34,common,gemini-3-1-pro-preview,etree-xml-diff-patch
40,20,rare,gemini-3-1-pro-preview,expr-try-catch-errors
40,32,common,gemini-3-1-pro-preview,fastapi-deprecation-response-headers
40,33,common,gemini-3-1-pro-preview,fastapi-implicit-head-options
40,33,common,gemini-3-1-pro-preview,fd-deterministic-multi-key-sorting
40,37,common,gemini-3-1-pro-preview,geo-shapeindex-serialization
40,32,common,gemini-3-1-pro-preview,go-critic-doc-link-checker
40,35,common,gemini-3-1-pro-preview,go-genai-streamed-function-args
40,32,common,gemini-3-1-pro-preview,go-git-worktree-merge-conflicts
40,39,common,gemini-3-1-pro-preview,goreleaser-retry-publish-auditing
40,4,rare,gemini-3-1-pro-preview,gql-incremental-graphql-delivery
40,39,common,gemini-3-1-pro-preview,happy-dom-abort-pending-body-reads
40,24,contested,gemini-3-1-pro-preview,happy-dom-deterministic-intersectionobserver
40,14,rare,gemini-3-1-pro-preview,helm-array-merge-strategies
40,37,common,gemini-3-1-pro-preview,helm-unified-manifest-stream
40,39,common,gemini-3-1-pro-preview,httpx-deterministic-cookie-store
40,35,common,gemini-3-1-pro-preview,httpx-multipart-response-parsing
40,32,common,gemini-3-1-pro-preview,httpx-streaming-json-iteration
40,31,common,gemini-3-1-pro-preview,igel-persist-feature-schema
40,27,contested,gemini-3-1-pro-preview,ink-grid-box-layout
40,33,common,gemini-3-1-pro-preview,ipython-session-bundle-replay
40,23,contested,gemini-3-1-pro-preview,katex-multicolumn-array-spans
40,37,common,gemini-3-1-pro-preview,kcp-go-multiplexed-kcp-streams
40,23,contested,gemini-3-1-pro-preview,kea-atomic-signal-selectors
40,25,contested,gemini-3-1-pro-preview,kgateway-consistent-hash-policy
40,31,common,gemini-3-1-pro-preview,kombu-single-active-consumer-priority
40,15,rare,gemini-3-1-pro-preview,kombu-virtual-queue-dead-lettering
40,22,contested,gemini-3-1-pro-preview,koota-composite-trait-aspects
40,19,rare,gemini-3-1-pro-preview,koota-deferred-mutation-buffer
40,37,common,gemini-3-1-pro-preview,koota-entity-snapshot-rollback
40,15,rare,gemini-3-1-pro-preview,koota-pair-relation-tracking
40,17,rare,gemini-3-1-pro-preview,koota-query-predicates
40,35,common,gemini-3-1-pro-preview,kysely-window-grouping-helpers
40,27,contested,gemini-3-1-pro-preview,langchain-request-coalescing
40,29,contested,gemini-3-1-pro-preview,mashumaro-flattened-dataclass-fields
40,19,rare,gemini-3-1-pro-preview,meriyah-explicit-resource-declarations
40,31,common,gemini-3-1-pro-preview,mnamer-daemon-watch-lifecycle
40,32,common,gemini-3-1-pro-preview,mobly-grouped-test-barriers
40,38,common,gemini-3-1-pro-preview,narwhals-rolling-window-suite
40,33,common,gemini-3-1-pro-preview,numba-stencil-boundary-modes
40,1,rare,gemini-3-1-pro-preview,obsidian-linter-auto-table-of-contents
40,28,contested,gemini-3-1-pro-preview,obsidian-linter-link-format-conversion
40,35,common,gemini-3-1-pro-preview,obsidian-linter-scoped-ignore-markers
40,37,common,gemini-3-1-pro-preview,ofetch-per-origin-circuit-breaker
40,25,contested,gemini-3-1-pro-preview,onedump-dump-encryption-pipeline
40,35,common,gemini-3-1-pro-preview,opa-rego-rule-profiling
40,34,common,gemini-3-1-pro-preview,opa-template-string-reconstruction
40,21,contested,gemini-3-1-pro-preview,optique-conditional-option-dependencies
40,9,rare,gemini-3-1-pro-preview,oxvg-structural-selector-preservation
40,19,rare,gemini-3-1-pro-preview,participle-grammar-conflict-analysis
40,31,common,gemini-3-1-pro-preview,pebble-durability-wait-apis
40,16,rare,gemini-3-1-pro-preview,pest-character-class-coalescing
40,20,rare,gemini-3-1-pro-preview,prometheus-transactional-reload-status
40,33,common,gemini-3-1-pro-preview,prometheus-typed-label-sorting
40,36,common,gemini-3-1-pro-preview,psd-tools-blend-range-api
40,26,contested,gemini-3-1-pro-preview,pwntools-tube-multiplexing
40,21,contested,gemini-3-1-pro-preview,python-statemachine-state-data-scoping
40,40,common,gemini-3-1-pro-preview,query-persist-restored-query-state
40,25,contested,gemini-3-1-pro-preview,quill-shared-toolbar-focus
40,37,common,gemini-3-1-pro-preview,returns-validated-error-accumulation
40,36,common,gemini-3-1-pro-preview,scc-bounded-memory-spilling
40,29,contested,gemini-3-1-pro-preview,scriggo-method-declarations
40,32,common,gemini-3-1-pro-preview,skrub-duration-encoding
40,38,common,gemini-3-1-pro-preview,sql-formatter-bigquery-pipe-formatting
40,25,contested,gemini-3-1-pro-preview,sqlfmt-create-table-ddl-formatting
40,32,common,gemini-3-1-pro-preview,sqlite-utils-safe-import-checkpoints
40,22,contested,gemini-3-1-pro-preview,superjson-error-stack-serialization
40,37,common,gemini-3-1-pro-preview,task-task-graph-export
40,34,common,gemini-3-1-pro-preview,tengo-callable-instance-isolation
40,28,contested,gemini-3-1-pro-preview,tengo-destructuring-bindings
40,21,contested,gemini-3-1-pro-preview,termenv-preserve-ansi-resets
40,13,rare,gemini-3-1-pro-preview,testem-bail-on-test-failure
40,32,common,gemini-3-1-pro-preview,testem-per-launcher-reports
40,22,contested,gemini-3-1-pro-preview,textual-kitty-key-phases
40,35,common,gemini-3-1-pro-preview,textual-richlog-follow-state
40,31,common,gemini-3-1-pro-preview,tomlkit-toml-table-converters
40,39,common,gemini-3-1-pro-preview,true-myth-iterable-collection-combinators
40,39,common,gemini-3-1-pro-preview,ts-pattern-match-each
40,11,rare,gemini-3-1-pro-preview,updo-policy-alerting
40,35,common,gemini-3-1-pro-preview,valibot-recursive-schema-composition
40,36,common,gemini-3-1-pro-preview,vitest-duration-sharding
40,28,contested,gemini-3-1-pro-preview,vulture-persistent-analysis-cache
40,30,contested,gemini-3-1-pro-preview,wasmi-trap-coredumps
40,38,common,gemini-3-1-pro-preview,wazero-multi-module-snapshots
40,39,common,gemini-3-1-pro-preview,yaegi-go-embed-directives
40,38,common,gemini-3-1-pro-preview,yjs-map-conflict-detection
40,39,common,gemini-3-1-pro-preview,ytt-jsonpath-query-api
40,36,common,gemini-3-5-flash,abs-module-cache-flags
40,35,common,gemini-3-5-flash,abs-stepped-slices
40,39,common,gemini-3-5-flash,actionlint-action-pinning-lint
40,31,common,gemini-3-5-flash,adaptix-name-mapping-aliases
40,32,common,gemini-3-5-flash,aiomonitor-task-snapshots-diff
40,36,common,gemini-3-5-flash,anko-default-function-arguments
40,26,contested,gemini-3-5-flash,anko-typed-variable-bindings
40,36,common,gemini-3-5-flash,arcane-drift-detection-baselines
40,31,common,gemini-3-5-flash,arktype-json-schema-refs-dependencies
40,26,contested,gemini-3-5-flash,awilix-async-container-initialization
40,29,contested,gemini-3-5-flash,bandit-incremental-cache-control
40,31,common,gemini-3-5-flash,bandit-interprocedural-taint-checks
40,6,rare,gemini-3-5-flash,bandit-structured-nosec-directives
40,29,contested,gemini-3-5-flash,boa-hierarchical-evaluation-cancellation
40,34,common,gemini-3-5-flash,cattrs-partial-structuring-recovery
40,23,contested,gemini-3-5-flash,clack-async-autocomplete-options
40,37,common,gemini-3-5-flash,claude-code-by-agents-recursive-delegation
40,31,common,gemini-3-5-flash,cliffy-config-file-parsing
40,22,contested,gemini-3-5-flash,csstree-shorthand-expansion-compression
40,27,contested,gemini-3-5-flash,dasel-html-document-format
40,22,contested,gemini-3-5-flash,dateutil-rfc5545-timezone-interop
40,38,common,gemini-3-5-flash,drizzle-orm-window-function-builders
40,34,common,gemini-3-5-flash,dynamodb-toolbox-conditional-attribute-requirements
40,34,common,gemini-3-5-flash,dynamodb-toolbox-lazy-recursive-schemas
40,17,rare,gemini-3-5-flash,effect-sse-httpapi-streaming
40,19,rare,gemini-3-5-flash,eicrud-keyset-pagination-cursor
40,33,common,gemini-3-5-flash,etree-xml-diff-patch
40,19,rare,gemini-3-5-flash,expr-try-catch-errors
40,31,common,gemini-3-5-flash,fastapi-deprecation-response-headers
40,32,common,gemini-3-5-flash,fastapi-implicit-head-options
40,33,common,gemini-3-5-flash,fd-deterministic-multi-key-sorting
40,36,common,gemini-3-5-flash,geo-shapeindex-serialization
40,32,common,gemini-3-5-flash,go-critic-doc-link-checker
40,34,common,gemini-3-5-flash,go-genai-streamed-function-args
40,31,common,gemini-3-5-flash,go-git-worktree-merge-conflicts
40,39,common,gemini-3-5-flash,goreleaser-retry-publish-auditing
40,4,rare,gemini-3-5-flash,gql-incremental-graphql-delivery
40,39,common,gemini-3-5-flash,happy-dom-abort-pending-body-reads
40,23,contested,gemini-3-5-flash,happy-dom-deterministic-intersectionobserver
40,13,rare,gemini-3-5-flash,helm-array-merge-strategies
40,37,common,gemini-3-5-flash,helm-unified-manifest-stream
40,38,common,gemini-3-5-flash,httpx-deterministic-cookie-store
40,36,common,gemini-3-5-flash,httpx-multipart-response-parsing
40,31,common,gemini-3-5-flash,httpx-streaming-json-iteration
40,30,contested,gemini-3-5-flash,igel-persist-feature-schema
40,28,contested,gemini-3-5-flash,ink-grid-box-layout
40,33,common,gemini-3-5-flash,ipython-session-bundle-replay
40,22,contested,gemini-3-5-flash,katex-multicolumn-array-spans
40,38,common,gemini-3-5-flash,kcp-go-multiplexed-kcp-streams
40,23,contested,gemini-3-5-flash,kea-atomic-signal-selectors
40,25,contested,gemini-3-5-flash,kgateway-consistent-hash-policy
40,30,contested,gemini-3-5-flash,kombu-single-active-consumer-priority
40,15,rare,gemini-3-5-flash,kombu-virtual-queue-dead-lettering
40,22,contested,gemini-3-5-flash,koota-composite-trait-aspects
40,18,rare,gemini-3-5-flash,koota-deferred-mutation-buffer
40,36,common,gemini-3-5-flash,koota-entity-snapshot-rollback
40,15,rare,gemini-3-5-flash,koota-pair-relation-tracking
40,17,rare,gemini-3-5-flash,koota-query-predicates
40,34,common,gemini-3-5-flash,kysely-window-grouping-helpers
40,27,contested,gemini-3-5-flash,langchain-request-coalescing
40,28,contested,gemini-3-5-flash,mashumaro-flattened-dataclass-fields
40,18,rare,gemini-3-5-flash,meriyah-explicit-resource-declarations
40,31,common,gemini-3-5-flash,mnamer-daemon-watch-lifecycle
40,31,common,gemini-3-5-flash,mobly-grouped-test-barriers
40,37,common,gemini-3-5-flash,narwhals-rolling-window-suite
40,33,common,gemini-3-5-flash,numba-stencil-boundary-modes
40,1,rare,gemini-3-5-flash,obsidian-linter-auto-table-of-contents
40,28,contested,gemini-3-5-flash,obsidian-linter-link-format-conversion
40,35,common,gemini-3-5-flash,obsidian-linter-scoped-ignore-markers
40,37,common,gemini-3-5-flash,ofetch-per-origin-circuit-breaker
40,24,contested,gemini-3-5-flash,onedump-dump-encryption-pipeline
40,36,common,gemini-3-5-flash,opa-rego-rule-profiling
40,33,common,gemini-3-5-flash,opa-template-string-reconstruction
40,21,contested,gemini-3-5-flash,optique-conditional-option-dependencies
40,10,rare,gemini-3-5-flash,oxvg-structural-selector-preservation
40,19,rare,gemini-3-5-flash,participle-grammar-conflict-analysis
40,31,common,gemini-3-5-flash,pebble-durability-wait-apis
40,15,rare,gemini-3-5-flash,pest-character-class-coalescing
40,20,rare,gemini-3-5-flash,prometheus-transactional-reload-status
40,33,common,gemini-3-5-flash,prometheus-typed-label-sorting
40,36,common,gemini-3-5-flash,psd-tools-blend-range-api
40,26,contested,gemini-3-5-flash,pwntools-tube-multiplexing
40,20,rare,gemini-3-5-flash,python-statemachine-state-data-scoping
40,39,common,gemini-3-5-flash,query-persist-restored-query-state
40,25,contested,gemini-3-5-flash,quill-shared-toolbar-focus
40,36,common,gemini-3-5-flash,returns-validated-error-accumulation
40,36,common,gemini-3-5-flash,scc-bounded-memory-spilling
40,29,contested,gemini-3-5-flash,scriggo-method-declarations
40,32,common,gemini-3-5-flash,skrub-duration-encoding
40,38,common,gemini-3-5-flash,sql-formatter-bigquery-pipe-formatting
40,25,contested,gemini-3-5-flash,sqlfmt-create-table-ddl-formatting
40,31,common,gemini-3-5-flash,sqlite-utils-safe-import-checkpoints
40,22,contested,gemini-3-5-flash,superjson-error-stack-serialization
40,37,common,gemini-3-5-flash,task-task-graph-export
40,34,common,gemini-3-5-flash,tengo-callable-instance-isolation
40,27,contested,gemini-3-5-flash,tengo-destructuring-bindings
40,21,contested,gemini-3-5-flash,termenv-preserve-ansi-resets
40,12,rare,gemini-3-5-flash,testem-bail-on-test-failure
40,31,common,gemini-3-5-flash,testem-per-launcher-reports
40,22,contested,gemini-3-5-flash,textual-kitty-key-phases
40,35,common,gemini-3-5-flash,textual-richlog-follow-state
40,30,contested,gemini-3-5-flash,tomlkit-toml-table-converters
40,39,common,gemini-3-5-flash,true-myth-iterable-collection-combinators
40,39,common,gemini-3-5-flash,ts-pattern-match-each
40,11,rare,gemini-3-5-flash,updo-policy-alerting
40,34,common,gemini-3-5-flash,valibot-recursive-schema-composition
40,35,common,gemini-3-5-flash,vitest-duration-sharding
40,28,contested,gemini-3-5-flash,vulture-persistent-analysis-cache
40,29,contested,gemini-3-5-flash,wasmi-trap-coredumps
40,39,common,gemini-3-5-flash,wazero-multi-module-snapshots
40,39,common,gemini-3-5-flash,yaegi-go-embed-directives
40,37,common,gemini-3-5-flash,yjs-map-conflict-detection
40,38,common,gemini-3-5-flash,ytt-jsonpath-query-api
39,35,common,glm-5-2,abs-module-cache-flags
39,34,common,glm-5-2,abs-stepped-slices
39,38,common,glm-5-2,actionlint-action-pinning-lint
39,29,contested,glm-5-2,adaptix-name-mapping-aliases
39,32,common,glm-5-2,aiomonitor-task-snapshots-diff
39,36,common,glm-5-2,anko-default-function-arguments
39,25,contested,glm-5-2,anko-typed-variable-bindings
39,34,common,glm-5-2,arcane-drift-detection-baselines
39,29,contested,glm-5-2,arktype-json-schema-refs-dependencies
39,25,contested,glm-5-2,awilix-async-container-initialization
39,29,contested,glm-5-2,bandit-incremental-cache-control
39,30,common,glm-5-2,bandit-interprocedural-taint-checks
39,5,rare,glm-5-2,bandit-structured-nosec-directives
39,28,contested,glm-5-2,boa-hierarchical-evaluation-cancellation
39,33,common,glm-5-2,cattrs-partial-structuring-recovery
39,22,contested,glm-5-2,clack-async-autocomplete-options
39,36,common,glm-5-2,claude-code-by-agents-recursive-delegation
39,29,contested,glm-5-2,cliffy-config-file-parsing
39,22,contested,glm-5-2,csstree-shorthand-expansion-compression
39,25,contested,glm-5-2,dasel-html-document-format
39,22,contested,glm-5-2,dateutil-rfc5545-timezone-interop
39,37,common,glm-5-2,drizzle-orm-window-function-builders
39,33,common,glm-5-2,dynamodb-toolbox-conditional-attribute-requirements
39,33,common,glm-5-2,dynamodb-toolbox-lazy-recursive-schemas
39,16,rare,glm-5-2,effect-sse-httpapi-streaming
39,18,rare,glm-5-2,eicrud-keyset-pagination-cursor
39,32,common,glm-5-2,etree-xml-diff-patch
39,19,rare,glm-5-2,expr-try-catch-errors
39,30,common,glm-5-2,fastapi-deprecation-response-headers
39,31,common,glm-5-2,fastapi-implicit-head-options
39,32,common,glm-5-2,fd-deterministic-multi-key-sorting
39,36,common,glm-5-2,geo-shapeindex-serialization
39,32,common,glm-5-2,go-critic-doc-link-checker
39,33,common,glm-5-2,go-genai-streamed-function-args
39,30,common,glm-5-2,go-git-worktree-merge-conflicts
39,38,common,glm-5-2,goreleaser-retry-publish-auditing
39,2,rare,glm-5-2,gql-incremental-graphql-delivery
39,38,common,glm-5-2,happy-dom-abort-pending-body-reads
39,23,contested,glm-5-2,happy-dom-deterministic-intersectionobserver
39,13,rare,glm-5-2,helm-array-merge-strategies
39,37,common,glm-5-2,helm-unified-manifest-stream
39,37,common,glm-5-2,httpx-deterministic-cookie-store
39,35,common,glm-5-2,httpx-multipart-response-parsing
39,31,common,glm-5-2,httpx-streaming-json-iteration
39,29,contested,glm-5-2,igel-persist-feature-schema
39,27,contested,glm-5-2,ink-grid-box-layout
39,32,common,glm-5-2,ipython-session-bundle-replay
39,23,contested,glm-5-2,katex-multicolumn-array-spans
39,36,common,glm-5-2,kcp-go-multiplexed-kcp-streams
39,21,contested,glm-5-2,kea-atomic-signal-selectors
39,25,contested,glm-5-2,kgateway-consistent-hash-policy
39,30,common,glm-5-2,kombu-single-active-consumer-priority
39,15,rare,glm-5-2,kombu-virtual-queue-dead-lettering
39,20,contested,glm-5-2,koota-composite-trait-aspects
39,19,rare,glm-5-2,koota-deferred-mutation-buffer
39,35,common,glm-5-2,koota-entity-snapshot-rollback
39,15,rare,glm-5-2,koota-pair-relation-tracking
39,17,rare,glm-5-2,koota-query-predicates
39,33,common,glm-5-2,kysely-window-grouping-helpers
39,26,contested,glm-5-2,langchain-request-coalescing
39,28,contested,glm-5-2,mashumaro-flattened-dataclass-fields
39,18,rare,glm-5-2,meriyah-explicit-resource-declarations
39,30,common,glm-5-2,mnamer-daemon-watch-lifecycle
39,32,common,glm-5-2,mobly-grouped-test-barriers
39,36,common,glm-5-2,narwhals-rolling-window-suite
39,34,common,glm-5-2,numba-stencil-boundary-modes
39,1,rare,glm-5-2,obsidian-linter-auto-table-of-contents
39,26,contested,glm-5-2,obsidian-linter-link-format-conversion
39,34,common,glm-5-2,obsidian-linter-scoped-ignore-markers
39,36,common,glm-5-2,ofetch-per-origin-circuit-breaker
39,23,contested,glm-5-2,onedump-dump-encryption-pipeline
39,34,common,glm-5-2,opa-rego-rule-profiling
39,32,common,glm-5-2,opa-template-string-reconstruction
39,20,contested,glm-5-2,optique-conditional-option-dependencies
39,10,rare,glm-5-2,oxvg-structural-selector-preservation
39,19,rare,glm-5-2,participle-grammar-conflict-analysis
39,30,common,glm-5-2,pebble-durability-wait-apis
39,14,rare,glm-5-2,pest-character-class-coalescing
39,21,contested,glm-5-2,prometheus-transactional-reload-status
39,31,common,glm-5-2,prometheus-typed-label-sorting
39,35,common,glm-5-2,psd-tools-blend-range-api
39,24,contested,glm-5-2,pwntools-tube-multiplexing
39,19,rare,glm-5-2,python-statemachine-state-data-scoping
39,38,common,glm-5-2,query-persist-restored-query-state
39,24,contested,glm-5-2,quill-shared-toolbar-focus
39,35,common,glm-5-2,returns-validated-error-accumulation
39,35,common,glm-5-2,scc-bounded-memory-spilling
39,28,contested,glm-5-2,scriggo-method-declarations
39,30,common,glm-5-2,skrub-duration-encoding
39,37,common,glm-5-2,sql-formatter-bigquery-pipe-formatting
39,23,contested,glm-5-2,sqlfmt-create-table-ddl-formatting
39,30,common,glm-5-2,sqlite-utils-safe-import-checkpoints
39,22,contested,glm-5-2,superjson-error-stack-serialization
39,36,common,glm-5-2,task-task-graph-export
39,33,common,glm-5-2,tengo-callable-instance-isolation
39,27,contested,glm-5-2,tengo-destructuring-bindings
39,22,contested,glm-5-2,termenv-preserve-ansi-resets
39,13,rare,glm-5-2,testem-bail-on-test-failure
39,30,common,glm-5-2,testem-per-launcher-reports
39,22,contested,glm-5-2,textual-kitty-key-phases
39,34,common,glm-5-2,textual-richlog-follow-state
39,29,contested,glm-5-2,tomlkit-toml-table-converters
39,38,common,glm-5-2,true-myth-iterable-collection-combinators
39,38,common,glm-5-2,ts-pattern-match-each
39,11,rare,glm-5-2,updo-policy-alerting
39,33,common,glm-5-2,valibot-recursive-schema-composition
39,34,common,glm-5-2,vitest-duration-sharding
39,27,contested,glm-5-2,vulture-persistent-analysis-cache
39,28,contested,glm-5-2,wasmi-trap-coredumps
39,37,common,glm-5-2,wazero-multi-module-snapshots
39,38,common,glm-5-2,yaegi-go-embed-directives
39,36,common,glm-5-2,yjs-map-conflict-detection
39,37,common,glm-5-2,ytt-jsonpath-query-api
40,36,common,gpt-5-4,abs-module-cache-flags
40,35,common,gpt-5-4,abs-stepped-slices
40,39,common,gpt-5-4,actionlint-action-pinning-lint
40,30,contested,gpt-5-4,adaptix-name-mapping-aliases
40,32,common,gpt-5-4,aiomonitor-task-snapshots-diff
40,36,common,gpt-5-4,anko-default-function-arguments
40,26,contested,gpt-5-4,anko-typed-variable-bindings
40,35,common,gpt-5-4,arcane-drift-detection-baselines
40,30,contested,gpt-5-4,arktype-json-schema-refs-dependencies
40,27,contested,gpt-5-4,awilix-async-container-initialization
40,28,contested,gpt-5-4,bandit-incremental-cache-control
40,31,common,gpt-5-4,bandit-interprocedural-taint-checks
40,6,rare,gpt-5-4,bandit-structured-nosec-directives
40,29,contested,gpt-5-4,boa-hierarchical-evaluation-cancellation
40,34,common,gpt-5-4,cattrs-partial-structuring-recovery
40,24,contested,gpt-5-4,clack-async-autocomplete-options
40,37,common,gpt-5-4,claude-code-by-agents-recursive-delegation
40,31,common,gpt-5-4,cliffy-config-file-parsing
40,21,contested,gpt-5-4,csstree-shorthand-expansion-compression
40,27,contested,gpt-5-4,dasel-html-document-format
40,23,contested,gpt-5-4,dateutil-rfc5545-timezone-interop
40,38,common,gpt-5-4,drizzle-orm-window-function-builders
40,34,common,gpt-5-4,dynamodb-toolbox-conditional-attribute-requirements
40,33,common,gpt-5-4,dynamodb-toolbox-lazy-recursive-schemas
40,16,rare,gpt-5-4,effect-sse-httpapi-streaming
40,19,rare,gpt-5-4,eicrud-keyset-pagination-cursor
40,33,common,gpt-5-4,etree-xml-diff-patch
40,20,rare,gpt-5-4,expr-try-catch-errors
40,31,common,gpt-5-4,fastapi-deprecation-response-headers
40,32,common,gpt-5-4,fastapi-implicit-head-options
40,33,common,gpt-5-4,fd-deterministic-multi-key-sorting
40,36,common,gpt-5-4,geo-shapeindex-serialization
40,33,common,gpt-5-4,go-critic-doc-link-checker
40,34,common,gpt-5-4,go-genai-streamed-function-args
40,31,common,gpt-5-4,go-git-worktree-merge-conflicts
40,39,common,gpt-5-4,goreleaser-retry-publish-auditing
40,4,rare,gpt-5-4,gql-incremental-graphql-delivery
40,39,common,gpt-5-4,happy-dom-abort-pending-body-reads
40,24,contested,gpt-5-4,happy-dom-deterministic-intersectionobserver
40,14,rare,gpt-5-4,helm-array-merge-strategies
40,37,common,gpt-5-4,helm-unified-manifest-stream
40,38,common,gpt-5-4,httpx-deterministic-cookie-store
40,35,common,gpt-5-4,httpx-multipart-response-parsing
40,32,common,gpt-5-4,httpx-streaming-json-iteration
40,30,contested,gpt-5-4,igel-persist-feature-schema
40,27,contested,gpt-5-4,ink-grid-box-layout
40,34,common,gpt-5-4,ipython-session-bundle-replay
40,22,contested,gpt-5-4,katex-multicolumn-array-spans
40,37,common,gpt-5-4,kcp-go-multiplexed-kcp-streams
40,22,contested,gpt-5-4,kea-atomic-signal-selectors
40,24,contested,gpt-5-4,kgateway-consistent-hash-policy
40,30,contested,gpt-5-4,kombu-single-active-consumer-priority
40,15,rare,gpt-5-4,kombu-virtual-queue-dead-lettering
40,21,contested,gpt-5-4,koota-composite-trait-aspects
40,18,rare,gpt-5-4,koota-deferred-mutation-buffer
40,36,common,gpt-5-4,koota-entity-snapshot-rollback
40,14,rare,gpt-5-4,koota-pair-relation-tracking
40,17,rare,gpt-5-4,koota-query-predicates
40,34,common,gpt-5-4,kysely-window-grouping-helpers
40,28,contested,gpt-5-4,langchain-request-coalescing
40,28,contested,gpt-5-4,mashumaro-flattened-dataclass-fields
40,18,rare,gpt-5-4,meriyah-explicit-resource-declarations
40,30,contested,gpt-5-4,mnamer-daemon-watch-lifecycle
40,31,common,gpt-5-4,mobly-grouped-test-barriers
40,37,common,gpt-5-4,narwhals-rolling-window-suite
40,33,common,gpt-5-4,numba-stencil-boundary-modes
40,1,rare,gpt-5-4,obsidian-linter-auto-table-of-contents
40,28,contested,gpt-5-4,obsidian-linter-link-format-conversion
40,35,common,gpt-5-4,obsidian-linter-scoped-ignore-markers
40,37,common,gpt-5-4,ofetch-per-origin-circuit-breaker
40,25,contested,gpt-5-4,onedump-dump-encryption-pipeline
40,35,common,gpt-5-4,opa-rego-rule-profiling
40,33,common,gpt-5-4,opa-template-string-reconstruction
40,20,rare,gpt-5-4,optique-conditional-option-dependencies
40,9,rare,gpt-5-4,oxvg-structural-selector-preservation
40,19,rare,gpt-5-4,participle-grammar-conflict-analysis
40,30,contested,gpt-5-4,pebble-durability-wait-apis
40,16,rare,gpt-5-4,pest-character-class-coalescing
40,21,contested,gpt-5-4,prometheus-transactional-reload-status
40,32,common,gpt-5-4,prometheus-typed-label-sorting
40,36,common,gpt-5-4,psd-tools-blend-range-api
40,25,contested,gpt-5-4,pwntools-tube-multiplexing
40,21,contested,gpt-5-4,python-statemachine-state-data-scoping
40,39,common,gpt-5-4,query-persist-restored-query-state
40,25,contested,gpt-5-4,quill-shared-toolbar-focus
40,36,common,gpt-5-4,returns-validated-error-accumulation
40,36,common,gpt-5-4,scc-bounded-memory-spilling
40,28,contested,gpt-5-4,scriggo-method-declarations
40,31,common,gpt-5-4,skrub-duration-encoding
40,38,common,gpt-5-4,sql-formatter-bigquery-pipe-formatting
40,24,contested,gpt-5-4,sqlfmt-create-table-ddl-formatting
40,31,common,gpt-5-4,sqlite-utils-safe-import-checkpoints
40,21,contested,gpt-5-4,superjson-error-stack-serialization
40,37,common,gpt-5-4,task-task-graph-export
40,34,common,gpt-5-4,tengo-callable-instance-isolation
40,27,contested,gpt-5-4,tengo-destructuring-bindings
40,21,contested,gpt-5-4,termenv-preserve-ansi-resets
40,13,rare,gpt-5-4,testem-bail-on-test-failure
40,31,common,gpt-5-4,testem-per-launcher-reports
40,21,contested,gpt-5-4,textual-kitty-key-phases
40,34,common,gpt-5-4,textual-richlog-follow-state
40,30,contested,gpt-5-4,tomlkit-toml-table-converters
40,39,common,gpt-5-4,true-myth-iterable-collection-combinators
40,39,common,gpt-5-4,ts-pattern-match-each
40,11,rare,gpt-5-4,updo-policy-alerting
40,34,common,gpt-5-4,valibot-recursive-schema-composition
40,35,common,gpt-5-4,vitest-duration-sharding
40,28,contested,gpt-5-4,vulture-persistent-analysis-cache
40,29,contested,gpt-5-4,wasmi-trap-coredumps
40,38,common,gpt-5-4,wazero-multi-module-snapshots
40,39,common,gpt-5-4,yaegi-go-embed-directives
40,37,common,gpt-5-4,yjs-map-conflict-detection
40,38,common,gpt-5-4,ytt-jsonpath-query-api
